2014-08-07 11:22:56 -- Set ruoxCoefsHigh to (-0.31994119999999998, 5.74884e-08, -8.8408999999999999e-11)
2014-08-07 11:22:56 -- Set ruoxCoefsLow to (-0.77127000000000001, 0.00010068000000000001, -1.072e-09)
2014-08-07 11:22:56 -- Set highTempRuoxCurve to <function <lambda> at 0x033CBB70>
2014-08-07 11:22:56 -- Set lowTempRuoxCurve to <function <lambda> at 0x033CBDB0>
2014-08-07 11:22:56 -- Set voltToResCalibs to (0.26000000000000001, 26.030000000000001, 37.5, 30.0, 10.0, 26.530000000000001)
2014-08-07 11:22:56 -- Set resistanceCutoff to 1725.78
2014-08-07 11:22:56 -- Set ruoxChannel to 3
2014-08-07 11:22:56 -- Set PIDintLimit to 0.4
2014-08-07 11:22:56 -- Set voltageStepUp to 0.004
2014-08-07 11:22:56 -- Set loglimit to 20
2014-08-07 11:22:56 -- Set autoRecord to True
2014-08-07 11:22:56 -- Set recordingTemp to 250
2014-08-07 11:22:56 -- Set cooldownLimit to 3.9
2014-08-07 11:22:56 -- Set switchPosition to 5
2014-08-07 11:22:56 -- Set quenchLimit to 4.0
2014-08-07 11:22:56 -- Set PIDsetTemp to 0.1
2014-08-07 11:22:56 -- Set PIDcd to 25
2014-08-07 11:22:56 -- Set PIDstepTimeout to 5
2014-08-07 11:22:56 -- Set autoControl to False
2014-08-07 11:22:56 -- Set fieldWaitTime to 45
2014-08-07 11:22:56 -- Set ruoxInterpolation to <scipy.interpolate.fitpack2.InterpolatedUnivariateSpline object at 0x033D0FD0>
2014-08-07 11:22:56 -- Set useRuoxInterpolation to True
2014-08-07 11:22:56 -- Set targetCurrent to 8.0
2014-08-07 11:22:56 -- Set rampWaitTime to 0.2
2014-08-07 11:22:56 -- Set PIDci to 0.4
2014-08-07 11:22:56 -- Set PIDcp to 1.0
2014-08-07 11:22:56 -- Set recordTemp to False
2014-08-07 11:22:56 -- Set voltageLimit to 0.14
2014-08-07 11:22:56 -- Set lockinCurrent to 1e-09
2014-08-07 11:22:56 -- Set maxCurrent to 9.0
2014-08-07 11:22:56 -- Set tempRecordDelay to 10
2014-08-07 11:22:56 -- Set voltageStepDown to 0.004
2014-08-07 11:22:56 -- Initialization completed. Beginning cycle.
2014-08-07 11:22:56 -- cycled
2014-08-07 11:22:56 -- Set alive to True
2014-08-07 11:22:56 -- Now cycling.
2014-08-07 11:22:57 -- Exception in cycle loop: Incompatible Units K, ''
Setting ID 10002. [payload=None]
2014-08-07 15:56:19 -- None
2014-08-07 15:56:20 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:20 -- None
2014-08-07 15:56:21 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:21 -- None
2014-08-07 15:56:22 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:22 -- None
2014-08-07 15:56:23 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:23 -- None
2014-08-07 15:56:24 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:24 -- None
2014-08-07 15:56:26 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:26 -- None
2014-08-07 15:56:27 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:27 -- None
2014-08-07 15:56:28 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:28 -- None
2014-08-07 15:56:29 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:29 -- None
2014-08-07 15:56:30 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:30 -- None
2014-08-07 15:56:31 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:31 -- None
2014-08-07 15:56:32 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:32 -- None
2014-08-07 15:56:33 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:33 -- None
2014-08-07 15:56:34 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:34 -- None
2014-08-07 15:56:35 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:35 -- None
2014-08-07 15:56:36 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:36 -- None
2014-08-07 15:56:38 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:38 -- None
2014-08-07 15:56:39 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:39 -- None
2014-08-07 15:56:40 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:40 -- None
2014-08-07 15:56:41 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:41 -- None
2014-08-07 15:56:42 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:42 -- None
2014-08-07 15:56:43 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:43 -- None
2014-08-07 15:56:44 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:44 -- None
2014-08-07 15:56:45 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:45 -- None
2014-08-07 15:56:46 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:46 -- None
2014-08-07 15:56:47 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:47 -- None
2014-08-07 15:56:48 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:48 -- None
2014-08-07 15:56:50 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:50 -- None
2014-08-07 15:56:51 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:51 -- None
2014-08-07 15:56:52 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:52 -- None
2014-08-07 15:56:53 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:53 -- None
2014-08-07 15:56:54 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:54 -- None
2014-08-07 15:56:55 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:55 -- None
2014-08-07 15:56:56 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:56 -- None
2014-08-07 15:56:57 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:57 -- None
2014-08-07 15:56:58 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:58 -- None
2014-08-07 15:56:59 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:56:59 -- None
2014-08-07 15:57:00 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:00 -- None
2014-08-07 15:57:02 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:02 -- None
2014-08-07 15:57:03 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:03 -- None
2014-08-07 15:57:04 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:04 -- None
2014-08-07 15:57:05 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:05 -- None
2014-08-07 15:57:06 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:06 -- None
2014-08-07 15:57:07 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:07 -- None
2014-08-07 15:57:08 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:08 -- None
2014-08-07 15:57:09 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:09 -- None
2014-08-07 15:57:10 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:10 -- None
2014-08-07 15:57:11 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:11 -- None
2014-08-07 15:57:12 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:13 -- None
2014-08-07 15:57:14 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:14 -- None
2014-08-07 15:57:15 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:15 -- None
2014-08-07 15:57:16 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:16 -- None
2014-08-07 15:57:17 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:17 -- None
2014-08-07 15:57:18 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:18 -- None
2014-08-07 15:57:19 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:19 -- None
2014-08-07 15:57:20 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:20 -- None
2014-08-07 15:57:21 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:21 -- None
2014-08-07 15:57:22 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:22 -- None
2014-08-07 15:57:23 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:23 -- None
2014-08-07 15:57:24 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:24 -- None
2014-08-07 15:57:26 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:26 -- None
2014-08-07 15:57:27 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:27 -- None
2014-08-07 15:57:28 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:28 -- None
2014-08-07 15:57:29 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:29 -- None
2014-08-07 15:57:30 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:30 -- None
2014-08-07 15:57:31 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:31 -- None
2014-08-07 15:57:32 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:32 -- None
2014-08-07 15:57:33 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:33 -- None
2014-08-07 15:57:34 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:34 -- None
2014-08-07 15:57:35 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:35 -- None
2014-08-07 15:57:36 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:36 -- None
2014-08-07 15:57:38 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:38 -- None
2014-08-07 15:57:39 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:39 -- None
2014-08-07 15:57:40 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:40 -- None
2014-08-07 15:57:41 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:41 -- None
2014-08-07 15:57:42 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:42 -- None
2014-08-07 15:57:43 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:43 -- None
2014-08-07 15:57:44 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:44 -- None
2014-08-07 15:57:45 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:45 -- None
2014-08-07 15:57:46 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:46 -- None
2014-08-07 15:57:47 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:47 -- None
2014-08-07 15:57:48 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:48 -- None
2014-08-07 15:57:50 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:50 -- None
2014-08-07 15:57:51 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:51 -- None
2014-08-07 15:57:52 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:52 -- None
2014-08-07 15:57:53 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:53 -- None
2014-08-07 15:57:54 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:54 -- None
2014-08-07 15:57:55 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:55 -- None
2014-08-07 15:57:56 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:56 -- None
2014-08-07 15:57:57 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:57 -- None
2014-08-07 15:57:58 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:58 -- None
2014-08-07 15:57:59 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:57:59 -- None
2014-08-07 15:58:00 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:00 -- None
2014-08-07 15:58:02 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:02 -- None
2014-08-07 15:58:03 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:03 -- None
2014-08-07 15:58:04 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:04 -- None
2014-08-07 15:58:05 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:05 -- None
2014-08-07 15:58:06 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:06 -- None
2014-08-07 15:58:07 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:07 -- None
2014-08-07 15:58:08 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:08 -- None
2014-08-07 15:58:09 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:09 -- None
2014-08-07 15:58:10 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:10 -- None
2014-08-07 15:58:11 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:11 -- None
2014-08-07 15:58:12 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:12 -- None
2014-08-07 15:58:14 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:14 -- None
2014-08-07 15:58:15 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:15 -- None
2014-08-07 15:58:16 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:16 -- None
2014-08-07 15:58:17 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:17 -- None
2014-08-07 15:58:18 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:18 -- None
2014-08-07 15:58:19 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:19 -- None
2014-08-07 15:58:20 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:20 -- None
2014-08-07 15:58:21 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:21 -- None
2014-08-07 15:58:22 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:22 -- None
2014-08-07 15:58:23 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:23 -- None
2014-08-07 15:58:24 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:24 -- None
2014-08-07 15:58:26 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:26 -- None
2014-08-07 15:58:27 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:27 -- None
2014-08-07 15:58:28 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:28 -- None
2014-08-07 15:58:29 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:29 -- None
2014-08-07 15:58:30 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:30 -- None
2014-08-07 15:58:31 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:31 -- None
2014-08-07 15:58:32 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:32 -- None
2014-08-07 15:58:33 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:33 -- None
2014-08-07 15:58:34 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:34 -- None
2014-08-07 15:58:35 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:35 -- None
2014-08-07 15:58:36 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:36 -- None
2014-08-07 15:58:38 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:38 -- None
2014-08-07 15:58:39 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:39 -- None
2014-08-07 15:58:40 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:40 -- None
2014-08-07 15:58:41 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:41 -- None
2014-08-07 15:58:42 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:42 -- None
2014-08-07 15:58:43 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:43 -- None
2014-08-07 15:58:44 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:44 -- None
2014-08-07 15:58:45 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:45 -- None
2014-08-07 15:58:46 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:46 -- None
2014-08-07 15:58:47 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:47 -- None
2014-08-07 15:58:48 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:49 -- None
2014-08-07 15:58:50 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:50 -- None
2014-08-07 15:58:51 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:51 -- None
2014-08-07 15:58:52 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:52 -- None
2014-08-07 15:58:53 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:53 -- None
2014-08-07 15:58:54 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:54 -- None
2014-08-07 15:58:55 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:55 -- None
2014-08-07 15:58:56 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:56 -- None
2014-08-07 15:58:57 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:57 -- None
2014-08-07 15:58:58 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:58 -- None
2014-08-07 15:58:59 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:58:59 -- None
2014-08-07 15:59:00 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:59:00 -- None
2014-08-07 15:59:02 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:59:02 -- None
2014-08-07 15:59:03 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:59:03 -- None
2014-08-07 15:59:04 -- Exception in cycle loop: (12345) Could not flatten 0.079801300000000006 to v[V].
Setting ID 10002. [payload=None]
2014-08-07 15:59:04 -- None
2014-08-07 15:59:05 -- Exception in cycle loop: (12345) Could not flatten 0.081992300000000004 to v[V].
